group,layer,ecs_auroc,ecs_copy_auroc,pks_auroc,n_group,n_faithful_cmp
word,15,0.6692332581854712,0.6660194939450625,0.6763608632603715,1475,40628
word,16,0.6661642884676677,0.6562491343533641,0.6140249022549364,1475,40628
word,17,0.6783760635981197,0.6665914214626966,0.5746925723764024,1475,40628
word,18,0.6666955743972178,0.6189763092331747,0.5347934129088564,1475,40628
word,19,0.6790689980859824,0.6730438638794652,0.5589643862544492,1475,40628
word,20,0.6721943370440023,0.6732081573532822,0.49931061987808356,1475,40628
word,21,0.6680710222389836,0.6617858352676538,0.4440060290723772,1475,40628
word,22,0.6639870390796696,0.6550465321569995,0.5029290728778516,1475,40628
word,23,0.664603412858795,0.6724338395662672,0.4686526783732685,1475,40628
word,24,0.6649750443461385,0.6621247098519347,0.48797890909333635,1475,40628
word,25,0.673110003454243,0.6593528968082462,0.584642569289277,1475,40628
word,26,0.6762189389299857,0.6761042647385205,0.5429092985884327,1475,40628
word,27,0.6686346562360767,0.6737854080762538,0.5188805749729251,1475,40628
word,28,0.6700111136512684,0.6709647099854321,0.5607765705541641,1475,40628
word,29,0.67806661682767,0.6717671957053913,0.5658030280527915,1475,40628
word,30,0.6799296469162954,0.6741701807052997,0.6019772787574069,1475,40628
word,31,0.6694851843013835,0.6660188765199921,0.6672077201495838,1475,40628
